4.597319e-30	-4.5032873e-30	-4.528685e-30	-4.5890212e-30	4.6127982e-30	4.558111e-30	-4.6386444e-30	-4.555924e-30	-4.5935543e-30	4.6166617e-30	4.5299877e-30	-4.5569443e-30	-4.6041755e-30	4.5571106e-30	4.561136e-30	4.5936574e-30	-4.587671e-30	4.541004e-30	-4.5877205e-30	-4.4977137e-30	-4.50021e-30	4.5322793e-30	-4.594678e-30	-4.585607e-30	4.5413368e-30	-4.5115383e-30	4.5220485e-30	-4.5652465e-30	4.5399875e-30	4.5356703e-30	4.5618686e-30	-4.6289963e-30
0.3257371	0.3136657	0.092665695	0.14147964	-0.2229016	-0.19483857	0.28430578	-0.17496915	-0.22195323	-0.15029939	0.14915739	-0.015686369	0.24048497	0.21756071	-0.091551915	-0.14088613	-0.035988677	0.180259	0.16405182	-0.26063916	0.29082638	-0.21188876	0.15944833	-0.22220844	-0.30551803	0.06054043	-0.28606325	-0.05929598	-0.28809792	-0.2934881	-0.08454994	0.12858962
0.43329304	0.021654358	0.12840198	0.2370855	-0.3262349	-0.37039226	0.2792225	-0.22775024	-0.3687407	-0.34818947	0.20450138	-0.00057201093	0.16106208	0.3263982	-0.25228307	-0.24296133	0.277788	-0.009364713	0.027416483	-0.34344625	0.36269113	-0.14959845	0.059645664	-0.06663353	-0.2634622	-0.03203701	-0.3150107	-0.021626744	-0.34478024	-0.24908505	-0.48184022	-0.036806922
0.0056909486	-0.077150695	0.056747478	0.03309059	-0.014952828	0.011586669	-0.0035544469	0.0071324124	0.03966928	-0.049594488	-0.08632399	-0.13912062	0.088529564	-0.01563997	0.14267021	-0.15876566	-0.10404414	0.030284539	0.043437764	0.07531794	-0.014525429	0.10649937	0.01923911	-0.17311434	-0.15304719	-0.28797072	-0.04179543	0.121742815	0.019319177	-0.021333262	-0.09356732	0.0034552265
0.09512195	-0.08533284	0.20063901	0.18902057	-0.14794846	-0.17901967	0.17261685	-0.20903073	-0.094649866	-0.13185382	0.20711969	-0.015746119	0.18402202	0.17892683	-0.025671665	-0.15038747	-0.15436988	0.05065203	0.24134806	-0.13527887	0.15839869	0.15923977	0.028618557	-0.085177	-0.068420224	-0.14001796	-0.19115146	-0.03411855	-0.15279396	-0.21049868	0.022916079	0.25934002
0.0037472192	0.06125856	-0.0539102	0.096168965	0.030118993	-0.07819728	0.09048141	-0.09177302	0.0063718837	-0.12576512	0.124726735	-0.028320616	-0.012618034	0.046003785	-0.000776862	0.005570444	-0.2957977	-0.13942444	0.13604768	0.047700033	-0.0028986437	-0.009573191	0.1691398	-0.25381142	-0.30264384	-0.2790939	0.057670023	-0.055796813	-0.070774704	-0.11678409	0.299354	0.1244898
0.05116689	0.110563345	0.12659375	0.07295474	-0.025969433	-0.08738926	0.0065838597	-0.13643324	-0.012222169	0.0026699326	0.10002577	-0.1786674	0.07467028	0.011831451	0.09277066	-0.04413958	-0.17743574	0.08064681	0.14706719	-0.12162169	0.035254393	0.055797797	0.21995413	-0.12434523	-0.28372788	-0.104224026	-0.15458034	-0.060180802	-0.113265425	-0.091394275	0.19901325	-0.017337505
0.4682695	-0.033876073	0.07221741	0.25102666	-0.33698112	-0.35389724	0.25503466	-0.1473836	-0.35862523	-0.33815962	0.25407523	0.04376044	0.10484084	0.36535147	-0.3093372	-0.23491956	-0.02656543	-0.08694427	-0.008470599	-0.37891704	0.5499532	-0.13074152	0.026384272	-0.16003358	-0.09085835	0.10073658	-0.18642311	0.02809841	-0.29944026	-0.24599817	-0.33190012	-0.033668224
0.12624033	0.35125512	-0.05460118	0.097993314	-0.16884719	-0.13186392	0.09567988	-0.22551928	-0.099667035	-0.26561472	0.09409476	-0.10844442	0.008043113	0.2081375	0.05400356	0.0245486	-0.4092286	-0.15976092	0.0054144296	-0.14558253	0.1488532	-0.09223456	0.16656409	-0.43634176	-0.39469054	-0.3872297	-0.19833264	-0.18561348	-0.12941587	-0.24783163	0.24410202	0.15726215
0.34943724	0.3453496	0.10412875	0.2949196	-0.2329307	-0.2232871	0.18011689	-0.07869285	-0.22100298	-0.26891333	0.0701842	-0.14686657	0.10548237	0.25461254	-0.0054485095	-0.17364807	-0.22508152	-0.28532922	-0.009302082	-0.23923141	0.3991119	-0.10607457	0.1948682	-0.39870963	-0.6653255	-0.34805176	-0.33567798	-0.1705346	-0.33447748	-0.30031765	-0.1953421	0.06646637
0.53390974	0.08056545	0.2181912	0.30428904	-0.22408962	-0.35096	0.17819037	-0.060670596	-0.3996588	-0.28855932	0.13770954	0.09985858	0.08631646	0.35747087	-0.18746474	-0.23610778	0.18489416	-0.12915234	0.069083944	-0.30296627	0.50699204	-0.22893979	0.0011296172	-0.0075757457	-0.13393715	-0.017958395	-0.17053929	-0.029470047	-0.2698917	-0.2939357	-0.3557472	0.07883968
-0.13757168	0.60365444	-0.12825756	-0.111235105	0.04165114	-0.013350303	-0.101000555	-0.0047991644	0.04988262	0.016399685	-0.025302269	-0.02802473	-0.020806732	-0.07389114	0.2875876	0.045734968	-0.2066211	-0.11607016	0.03365858	0.054158386	-0.07219987	0.12444142	0.020591713	-0.050021198	-0.0926693	-0.42438418	0.060359687	-0.00011815447	-0.02925444	0.10845817	0.008260043	-0.03806595
0.3927705	-0.2640518	0.26718467	0.22838062	-0.1370342	-0.31133038	0.16565037	-0.13204382	-0.4299554	-0.33347866	0.283656	-0.10451174	0.237892	0.4276405	0.033388786	-0.20547359	0.5189242	-0.0844925	0.006876118	-0.3181088	0.41466874	0.007946357	-0.17283282	-0.11642938	-0.05889451	-0.072037935	-0.12828366	-0.03674093	-0.19327599	-0.0989372	-0.6002008	0.05764248
-0.042991742	0.383659	-0.059479192	-0.07159556	-0.05103635	0.07105074	0.08685292	-0.0017294942	0.074065715	0.06905524	-0.09605279	-0.13198788	-0.005656324	-0.031694654	0.0015844405	0.17205653	-0.18852243	0.1893559	0.026177373	-0.0024846059	-0.038369454	-0.03221241	0.027313193	-0.10296197	0.10013123	-0.025151977	0.046284046	0.16018815	0.05967735	-0.0256137	0.17748375	-0.10663084
